id,num_vertices,num_faces,volume,surface_area,average_edge_length,genus,max_ver_stress,max_hor_stress,max_dia_stress,max_tor_stress,category,num_tets,mass,download_file,link_name,author,author_id,test_split_0,test_split_1,test_split_2
191,31197,62414,229913.2754,79668.38643,1.697478919,6,676.5475,354.1874,343.3332,300.0953,flat,319756,1.027712341,wspornik Ver2.stp,bracket-ge-ver2-1,Tomek F.,tomek.f,FALSE,FALSE,FALSE
192,31209,62438,229913.1254,79668.39464,1.697072887,6,653.3007,338.7957,345.8203,293.4788,flat,328136,1.02771167,wspornik Ver21.stp,bracket-ge-ver2-1,Tomek F.,tomek.f,FALSE,FALSE,FALSE
193,56473,112966,220139.5272,74793.52615,1.163259549,6,900.5555,461.4724,481.5541,323.3352,flat,652917,0.984023687,wspornik Ver2-R.stp,bracket-ge-ver2-1,Tomek F.,tomek.f,FALSE,TRUE,FALSE
194,29906,59880,128137.5264,64356.16535,1.51654986,18,1080.121,852.028,991.4813,1109.796,flat,297211,0.572774743,original.STEP,ge-jet-engine-bracket-5,ahmed Elbahgy,ahmed.elbahgy-1,FALSE,FALSE,FALSE
195,45561,91142,299835.7249,59580.01553,1.123842416,6,607.9614,367.1606,324.0694,307.5093,flat,627002,1.34026569,Dio_step.stp,jet-engine-bracket-2,Armin,armin-16,FALSE,FALSE,FALSE
196,26459,52938,159858.0429,45019.88722,1.309977279,6,627.5033,438.8391,493.1016,321.8527,arch,324382,0.714565452,bracket.stp,ge-jet-engine-bracket-6,jaxon,jaxon-1,FALSE,FALSE,FALSE
197,45654,91328,337167.097,63088.93327,1.158801821,6,620.0383,385.566,391.8651,470.2202,flat,653105,1.507136923,GE jet engine bracket v.3m.step,ge-jet-engine-bracket-v-3-1,Arek Kulesza,arek.kulesza-1,TRUE,FALSE,FALSE
198,19336,38692,176666.0764,50651.51337,1.725549433,6,653.9168,408.8754,303.0647,339.7081,flat,209990,0.789697361,carrying_bracket_reduced.igs,carrying-bracket-reduced-1,Davor Grani─ç,davor.granic-1,FALSE,FALSE,TRUE
199,51796,103612,209506.149,53973.012,1.010287117,6,602.3333,338.5406,325.9647,320.2633,flat,700683,0.936492486,Dio_DRUGI SLUCAJ_poboljsano_13_36.stp,jet-engine-bracket_third-solution-1,Armin,armin-16,FALSE,FALSE,TRUE
200,20218,40456,211965.8206,54233.31581,1.729196309,6,961.0109,666.2438,419.7036,667.8015,flat,233956,0.947487218,Bracket.stp,bracket_01-1,Giacomo Calzoni,giacomo.calzoni-1,FALSE,TRUE,FALSE
202,15967,32006,93069.53112,36183.56162,1.567042648,19,778.2502,733.0999,563.3912,496.5028,arch,171243,0.416020804,original.STEP,jet-engine-bracket-3,├ürmin Fendrik,armin.fendrik-1,FALSE,FALSE,FALSE
204,44232,88492,67822.45798,63033.23724,1.167005721,8,5175.85,1973.781,3218.477,863.6809,flat,384096,0.303166387,GE jet engine bracket v.4m.step,ge-jet-engine-bracket-v-4-1,Arek Kulesza,arek.kulesza-1,FALSE,FALSE,TRUE
205,20011,40050,193064.4169,56498.99186,1.781978639,8,713.2783,985.8569,517.3823,369.285,flat,218847,0.862997944,GE Bracket minimal v2.STEP,ge-jet-enginer-bracket-submission-1,Gavin Lee,gavin.lee-1,FALSE,FALSE,FALSE
206,21701,43422,204011.3239,54180.32657,1.66999635,6,942.7166,593.9979,424.1847,238.2739,flat,237198,0.911930618,GE Bracket mod v9.STEP,ge-jet-engine-bracket-11,Gavin Lee,gavin.lee-1,FALSE,TRUE,FALSE
207,38777,77582,151127.0395,54671.86513,1.191302606,8,1154.359,514.7628,1064.368,582.1482,butterfly,460262,0.675537867,ge brkt1.STEP,ge-brkt-1,Brooks,brooks,FALSE,FALSE,FALSE
208,44354,88728,209996.0081,53949.80485,1.082565363,6,718.4734,417.5597,340.6512,527.4767,flat,556579,0.938682156,prototype.STEP,ge-jet-engine-bracket-try-1-1,Mauricio Karsten,mauricio.karsten,TRUE,FALSE,FALSE
209,32659,65338,314065.8571,68356.73107,1.529402962,6,575.9565,291.6516,312.0699,302.1965,block,405046,1.403874381,generalelectric Bracket SAS2.stp,ge-jet-engine-bracket-challenge-5,Sterry Shaffer,sterry.shaffer-1,TRUE,FALSE,FALSE
211,35123,70274,322314.1428,70288.59909,1.483770504,8,532.1953,287.3932,265.2679,317.061,block,458237,1.440744218,GE Engine Bracket.stp,ge-engine-bracket-ver-1-1,Michael Waugh,michael.waugh,FALSE,TRUE,FALSE
213,31156,62332,166104.3153,64287.12336,1.516895158,6,1038.027,464.697,646.6346,314.7336,flat,315422,0.74248629,Bracket ge-ver4.stp,bracket-ge-ver4-1,Tomek F.,tomek.f,FALSE,TRUE,FALSE
214,23238,46496,366828.355,54663.40435,1.594868094,6,620.0698,328.001,310.668,323.8152,block,297466,1.639722747,bracket 1.SLDPRT,ge-bracket-1,Jim,jim--81,FALSE,FALSE,FALSE
217,55765,111606,209578.6591,61448.98248,1.036355435,20,834.5911,382.5646,552.6929,299.4579,block,721187,0.936816606,itr1.SLDPRT,modified-engine-bracket-1,Yadwinder Paul Singh,yadwinder.paul.singh,FALSE,FALSE,FALSE
220,79289,158962,132493.0123,83990.81689,1.030758188,97,4239.771,3585.739,2041.968,795.4005,block,759965,0.592243765,GE Engine Bracket-V.3.SLDPRT,ge-engine-bracket-vesion-3-1,Alex Scarborough,alex.scarborough-1,FALSE,FALSE,TRUE
221,28912,57896,156612.6116,46436.63928,1.263639873,19,1526.42,1173.649,1152.415,480.7624,other,383431,0.700058374,ge brkt2.STEP,ge-brkt-2-1,Brooks,brooks,FALSE,TRUE,FALSE
223,21768,43564,177375.9435,46853.87357,1.495961433,8,1743.223,2069.862,986.6133,491.4639,flat,271093,0.792870467,GE jet engine bracket v.44441.prt.step,ge-jet-engine-bracket-v-44441-1,Arek Kulesza,arek.kulesza-1,FALSE,FALSE,FALSE
225,18190,36400,277422.2666,49236.34995,1.752030011,6,1008.098,680.8104,576.8,313.9875,flat,215219,1.240077532,improved.stp,improved-ge-bracket-1,Michael Jenkins,michael.jenkins-1,TRUE,FALSE,FALSE
228,13179,26378,165645.2248,42214.82473,1.920833348,6,781.8556,494.095,605.0585,225.681,arch,130734,0.740434155,Product1.stp,ge-jet-engine-bracket-sheetmetal-experiment-1,jaxon,jaxon-1,FALSE,FALSE,TRUE
229,21455,42930,167859.985,52695.07951,1.658436436,6,1532.295,1155.132,718.9396,324.0246,flat,233119,0.750334133,GE BRACKET-1.stp,general-electric-bracket-design-challenge-1,Girish.K.S,girish.k.s-1,FALSE,FALSE,FALSE
230,45524,91104,147272.5438,108430.1639,1.628270867,15,1404.179,1294.306,1508.799,1056.746,block,362095,0.658308271,engine brkt.SLDPRT,ge-jet-engine-brkt-1,Shannon,shannon,FALSE,FALSE,FALSE
233,45816,91308,356115.3417,123904.2342,1.751430209,-80,461.7606,272.1417,231.6071,306.0098,block,527137,1.591835577,Engine Bracket.STEP,ge-jet-engine-bracket-14,Farandy Angesti Liong,farandy.angesti.liong,FALSE,TRUE,FALSE
234,42856,85804,139607.1218,51017.9894,1.085267798,24,2352.699,1151.872,1483.536,403.6947,beam,577001,0.624043834,The Frog.SLDPRT,the-frog-ge-bracket-1,Yadwinder Paul Singh,yadwinder.paul.singh,FALSE,FALSE,FALSE
235,53439,106906,142061.5353,44046.15255,0.911184404,8,1334.408,760.0717,706.9091,638.5589,flat,749645,0.635015063,op1.stp,op-1-ears-1,Manolo Valenzuela,manolo.valenzuela-1,TRUE,FALSE,FALSE
236,15182,30384,52057.5412,29937.51137,1.449491559,6,7835.377,7615.212,1847.518,1340.996,beam,148667,0.232697209,new design of bracket3.stp,jet-engine-bracket-6,Nishikant Maruti Mane,nishikant.maruti.mane-1,FALSE,FALSE,TRUE
237,47478,94976,251062.2582,85321.28538,1.334117796,6,711.8808,346.0438,449.9294,337.4814,block,558411,1.122248294,a279837B8p1l-Weight Reduction.SLDPRT,weight-reducttion-jet-bracket-1,Bol,bol,FALSE,FALSE,TRUE
238,37709,75438,285017.7798,53821.78807,1.218898188,6,555.3786,299.4573,300.181,307.499,block,564406,1.274029476,Dominic Baldrica.STEP,ge-engine-bracket-7,dominic baldrica,dominic.baldrica,FALSE,TRUE,FALSE
240,17573,35174,159315.8691,43100.87319,1.634666076,8,1565.837,1153.671,747.0511,451.8122,flat,197094,0.712141935,op2.stp,op-2-x-form-1,Manolo Valenzuela,manolo.valenzuela-1,FALSE,FALSE,FALSE
241,25928,51876,198908.2311,45302.27088,1.363409185,6,1145.837,615.9183,627.9241,352.4831,flat,320857,0.889119793,Ge-Bracket V1.STEP,ge-bracket-v1-1,Andrei,andrei-19,FALSE,FALSE,FALSE
242,32522,65072,198516.1656,48072.11792,1.244513426,8,2091.458,1015.052,1177.342,351.1247,flat,408954,0.88736726,Ge-Bracket V2.CATPart,ge-bracket-v2-1,Andrei,andrei-19,FALSE,FALSE,FALSE
245,107658,215604,159876.0283,106895.9222,0.993386966,73,3260.166,1675.783,1840.193,519.8283,flat,851884,0.714645847,GE Engine Bracket V.5.SLDPRT,ge-engine-bracket-version-5-1,Alex Scarborough,alex.scarborough-1,FALSE,FALSE,FALSE
246,21131,42310,94207.17153,49374.52881,1.591544975,13,7371.391,4622.325,4483.329,1461.922,flat,194075,0.421106057,bk2.2.STEP,ge-jet-engine-bracket-20,Shannon,shannon,FALSE,FALSE,FALSE
247,25389,50798,165685.3598,45730.26884,1.395772234,6,629.2505,508.6851,473.3491,323.5468,beam,291441,0.740613558,original1.IGS,jet-engine-bracket-7,Deep Mota,deep.mota-1,FALSE,FALSE,FALSE
248,16283,32586,355289.6335,46237.40124,1.785416823,6,815.8813,541.4766,383.542,380.8927,block,193953,1.588144662,jaeger_v01_ge_round.IGS,ge-jet-engine-bracket-challenge-10,Daniel Jaeger,daniel.jaeger,FALSE,TRUE,FALSE
249,17369,34758,131339.592,41010.1834,1.639104691,6,1084.459,948.665,589.1465,444.8188,flat,194742,0.587087976,Bracket_3.stp,bracket_03-1,Giacomo Calzoni,giacomo.calzoni-1,FALSE,TRUE,FALSE
252,16219,32458,354432.2412,46163.89961,1.790215828,6,817.7936,564.5647,436.0302,330.8979,block,193618,1.584312118,v02_superlight.IGS,ge-jet-engine-bracket-challenge-11,Daniel Jaeger,daniel.jaeger,FALSE,FALSE,FALSE
254,31729,63574,130329.1824,62146.45763,1.436237733,30,1213.001,772.4644,828.2252,540.7032,block,345384,0.582571446,BRACKET V3.STEP,ge-jet-engine-bracket-second-proposal-1,Rodolfo Solorio,rodolfo.solorio-1,FALSE,FALSE,FALSE
255,34659,69338,158133.4786,48757.49752,1.208487051,6,1059.747,663.944,442.6972,322.07,flat,402134,0.706856649,GE jet engine bracket - Wirgart Racing.stp,ge-jet-engine-bracket-wirgart-racing-1,Daniel Von Wirgart,daniel.von.wirgart-1,FALSE,FALSE,TRUE
256,49464,98948,165226.7725,43711.3467,0.93119201,6,681.0175,470.1341,300.2913,313.1418,butterfly,700746,0.738563673,GE-JET ENGINE BRACKET-RIC04.stp,ge-jet-engine-bracket-01-1,Richard,richard--78,FALSE,FALSE,FALSE
257,49113,98246,165210.961,43707.9376,0.938153118,6,719.2302,489.8733,311.0183,321.474,butterfly,698018,0.738492996,GE-JET ENGINE BRACKET-RIC05.igs,ge-jet-engine-bracket-01-1,Richard,richard--78,TRUE,FALSE,FALSE
258,51674,103368,147097.9026,48267.50388,0.962009019,6,1057.464,531.9222,535.6973,361.5419,flat,633885,0.657527625,GE-JET ENGINE BRACKET-RIC04.stp,ge-jet-engine-bracket-02-1,Richard,richard--78,FALSE,FALSE,FALSE
259,51998,104016,147089.4918,48267.99663,0.958432618,6,1084.768,537.0969,555.9264,346.641,block,636358,0.657490028,GE-JET ENGINE BRACKET-RIC05.igs,ge-jet-engine-bracket-02-1,Richard,richard--78,FALSE,FALSE,FALSE
261,38186,76404,190783.0645,48405.22687,1.116661037,9,766.6071,674.6845,372.2584,228.6425,flat,554160,0.852800298,Ti-Bracket_var03.STEP,titanium-bracket-var_a-1,Duje Siskov,duje.siskov-1,FALSE,FALSE,TRUE
262,38658,77348,156886.9877,45398.13596,1.071859404,9,885.3989,890.23,507.0533,417.0474,flat,526891,0.701284835,Ti-Bracket_var04.STEP,titanium-bracket-var_b-1,Duje Siskov,duje.siskov-1,FALSE,TRUE,FALSE
266,15576,31172,142361.7005,45414.46618,1.828679218,6,1616.171,1102.884,1087.983,635.8889,butterfly,148566,0.636356801,GE BRACKET-3.stp,ge-bracket-design-1,Girish.K.S,girish.k.s-1,TRUE,FALSE,FALSE
267,17283,34586,162175.114,46715.14018,1.752391115,6,793.4774,585.6165,554.8234,309.142,block,176805,0.72492276,GE BRACKET-2.stp,ge-bracket-design-2,Girish.K.S,girish.k.s-1,FALSE,TRUE,FALSE
268,14850,29724,114949.4524,40880.83968,1.769398967,7,2196.052,1055.004,2470.573,1794.192,flat,143809,0.513824052,grabcad_ge_jet_engine_bracket_challenge.igs,grabcad_ge_jet_engine_bracket_challenge-1,Chris Hinc,chris.hinc-1,TRUE,FALSE,FALSE
269,52632,105308,143287.1111,57536.02806,1.066071069,12,3127.678,1522.196,1623.565,328.2886,flat,693003,0.640493387,Bracket ge-ver9.stp,bracket-ge-ver9-1,Tomek F.,tomek.f,FALSE,FALSE,FALSE
270,64210,128440,97991.63218,42192.19955,0.818762694,6,7061.758,4384.939,2956.979,470.3744,arch,813880,0.438022596,ButterflyBracket_08.STEP,butterfly-bracket-ii-1,Lumas,lumas-1,FALSE,FALSE,FALSE
271,20134,40304,224108.6869,43251.97392,1.481250823,10,346.3643,258.482,226.7423,348.4632,flat,228641,1.00176583,GE jet engine bracket.stp,powerfull-bracket-1,Ajay Agrawal,ajay.agrawal-1,FALSE,FALSE,FALSE
275,53730,107492,124773.3504,59353.74652,1.048328026,9,1320.208,1150.224,721.7878,315.4517,block,709795,0.557736876,Assem.stp,ge-jet-engine-bracket-v2-1,Andrew Smolkov,andrew.smolkov-1,FALSE,FALSE,TRUE
279,11319,22674,104803.6975,35070.26911,1.888797522,10,1275.97,2053.811,1167.008,487.8145,beam,102770,0.468472528,GE jet engine bracket challenge New Design - V3.IGS,ge-jet-engine-bracket-challenge-new-design-v2-1,Yohanes Harlieyanta,yohanes.harlieyanta-1,FALSE,FALSE,FALSE
280,22637,45294,237919.8064,56369.07324,1.630673075,6,790.1678,461.3847,491.2582,301.2023,flat,298914,1.063501535,GE-project_2.STEP,ge-jet-engine-bracket-challenge-6,Vishal Bharatia,vishal.bharatia,FALSE,FALSE,FALSE
281,308930,619300,157133.25,133063.1828,0.69523612,361,3148.818,1295.856,2290.17,1465.291,block,3020741,0.702385627,Matix_concept_01.x_t,matrix-experimental-concept-01-1,Danny Tasmakis,danny.tasmakis,TRUE,FALSE,FALSE
282,58623,117226,122229.4485,127342.8825,1.562203625,-4,729.2319,575.7559,567.2596,511.8692,block,315081,0.546365635,130623-006.stp,ge-jet-engine-bracket-challenge-7,Mark Ramsey,mark.ramsey-2,FALSE,FALSE,FALSE
284,34692,69368,378010.1917,78944.79604,1.576781552,-3,553.7444,309.0487,259.3188,291.8789,block,467501,1.689705557,GE Engine Bracket - African Version.stp,ge-engine-bracket-8,neil louw,neil.louw,FALSE,TRUE,FALSE
285,32692,65472,191632.0817,46318.2867,1.197815328,23,854.3665,581.2985,382.3372,325.6124,arch,416762,0.856595405,BRACKET_EVO_II.STEP,ge-jet-engine-bracket-challenge-evo-ii-1,Lorenzo Temporin,lorenzo.temporin-1,FALSE,FALSE,TRUE
289,34582,69184,292597.537,47017.31565,1.145950257,6,501.7373,337.1962,281.7984,323.6224,flat,468719,1.30791099,GE-jet engine bracket-36.7% reduction.STEP,ge-jet-engine-bracket-challenge-9,Marinus Reutelingsperger,marinus.reutelingsperger-1,FALSE,TRUE,FALSE
290,28879,57778,275000.1032,45523.18148,1.246570218,6,527.1093,330.4723,277.2252,307.6227,flat,383200,1.229250461,GE-jet engine bracket-40.7% reduction.STEP,ge-jet-engine-bracket-challenge-9,Marinus Reutelingsperger,marinus.reutelingsperger-1,TRUE,FALSE,FALSE
291,34922,69864,257165.0957,48264.36036,1.153401342,6,821.5345,508.8758,405.112,387.8362,flat,455701,1.149527978,GE Jet Engine Bracket Strong.STEP,ge-jet-engine-bracket-strong-1,Arief Nur Hidayat,arief.nur.hidayat-1,FALSE,FALSE,TRUE
293,36388,72808,145496.3036,43295.47509,1.085345186,9,904.5343,1037.366,525.7758,343.4246,flat,483403,0.650368477,Ti-Bracket_var04.STEP,titanium-bracket-var_iii-correction-1,Duje Siskov,duje.siskov-1,FALSE,FALSE,FALSE
295,20263,40546,95027.69756,35614.53386,1.379070767,6,2372.27,1932.317,895.214,743.526,beam,224017,0.424773808,GE Jet Engine Bracket.STEP,ge-jet-engine-bracket-25,RYAN,ryan-319,TRUE,FALSE,FALSE
296,50033,100094,125562.2721,44507.72524,0.943166295,8,1278.883,1373.53,1409.66,320.1934,arch,610285,0.561263356,COPY OF GE BRACKET-5.stp,ge-bracket-design-4,Girish.K.S,girish.k.s-1,FALSE,FALSE,FALSE
297,14950,29920,163058.189,40693.5036,1.721087701,6,1808.868,636.5004,1282.551,1271.627,flat,185362,0.728870105,20130701_ge_wave_bracket_fea.igs,ge-wave-bracket-2-0-1,Michele Cantatore,michele.cantatore,TRUE,FALSE,FALSE
302,28135,56306,191366.7525,44857.79927,1.304032717,10,1219.909,845.7382,597.9106,306.0466,flat,372831,0.855409383,jets.STEP,ge-jet-engine-bracket-2-2,Victor Bonavarte 6779,victor.bonavarte.6779-1,FALSE,FALSE,TRUE
306,54605,109230,119837.5326,49863.11572,0.956874595,6,853.9379,509.0078,528.2435,423.8621,flat,641437,0.535673771,new_bracket_2.stp,ge-jet-engine-bracket-challenge-by-tiago-1,Tiago Pereira,tiago.pereira--1,FALSE,FALSE,TRUE
308,49320,98660,111082.4176,37714.39342,0.880563779,6,2949.513,3034.885,2167.345,1182.768,flat,644993,0.496538407,Bracket.stp,new-ge-bracket-1,Damian Lesniak,damian.lesniak,FALSE,FALSE,TRUE
309,48201,96422,112630.8068,37863.30724,0.895205393,6,2770.382,2496.899,2066.978,1101.676,flat,637735,0.503459707,Bracket ver2.stp,new-ge-bracket-1,Damian Lesniak,damian.lesniak,FALSE,FALSE,FALSE
310,24005,48030,120874.5139,64869.88366,1.736925584,6,818.4481,652.1857,449.2013,470.1357,arch,233700,0.540309077,Ti-Bracket_LOYDD_VI.STEP,ti-bracket-loydd_vi-1,Duje Siskov,duje.siskov-1,TRUE,FALSE,FALSE
311,23483,46986,235442.3754,48414.0164,1.497515142,6,1175.228,711.0995,553.2158,604.9918,flat,309969,1.052427418,ge_engine_bracket.stp,ge-engine-bracket-9,Sivaraman,sivaraman-1,TRUE,FALSE,FALSE
312,38226,76472,123949.4137,47748.44685,1.105667247,6,1737.713,1132.879,1215.119,343.445,arch,435012,0.554053879,GE BRACKET-6.stp,ge-bracket-design-5,Girish.K.S,girish.k.s-1,TRUE,FALSE,FALSE
316,57489,115026,100569.8869,67679.92813,1.093446257,13,1103.119,660.2144,692.4079,472.3209,block,569217,0.449547394,bracket_03.IGS,ge-engine-bracket-v03-443-grams-1,Ardo Rand,ardo.rand,FALSE,TRUE,FALSE
318,27361,55010,134599.6257,55323.14247,1.466718296,73,3370.399,2188.189,2627.207,662.3671,flat,301454,0.601660327,Jet Engine Bracket.stp,jet-engine-bracket-12,Scott McKenzie,scott.mckenzie-2,FALSE,FALSE,FALSE
319,34293,68606,178480.5883,58862.87235,1.296423376,6,800.7688,412.9347,545.8815,299.0294,flat,442395,0.79780823,Light_Balc.STEP,balcn-bracket-1,Aldin Ramic,aldin.ramic,FALSE,FALSE,FALSE
320,41087,82194,126256.006,42007.79288,1.014577163,6,838.1965,554.9873,622.9531,331.8263,block,548295,0.564364347,10_final.stp,1st-attempt-engine-bracket-1,Antonio Cruz,antonio.cruz-2,FALSE,FALSE,FALSE
321,24303,48626,166045.7709,45626.5569,1.459303529,6,633.3698,343.1705,369.1861,324.071,block,272483,0.742224596,20_final.stp,2nd-attempt-engine-bracket-1,Antonio Cruz,antonio.cruz-2,TRUE,FALSE,FALSE
322,17104,34228,115691.8965,33522.39671,1.47877622,6,1408.934,888.2554,581.1772,518.7607,butterfly,177953,0.517142777,mod_final.stp,mod-3rd-attempt-engine-bracket-1,Antonio Cruz,antonio.cruz-2,FALSE,TRUE,FALSE
323,19240,38508,113769.6633,33618.98196,1.378935672,8,1318.73,858.9889,576.5898,559.2134,butterfly,209400,0.508550395,mod_final_2.stp,mod-4th-attempt-engine-bracket-1,Antonio Cruz,antonio.cruz-2,FALSE,TRUE,FALSE
324,26495,53094,108644.4851,56622.0742,1.520426621,27,928.5172,1585.678,673.6348,616.1819,arch,249552,0.485640849,Ti-Bracket_Loydd_07.STEP,ti-bracket-loydd_7-1,Duje Siskov,duje.siskov-1,FALSE,FALSE,FALSE
325,56889,113798,150771.3047,78292.71337,1.173693154,6,984.4182,881.0883,694.5821,327.3973,block,538189,0.673947732,Bracket ge-ver12.stp,bracket-ge-ver12-1,Tomek F.,tomek.f,TRUE,FALSE,FALSE
329,20413,40846,312568.6578,49263.53238,1.629887535,6,589.366,333.9398,293.6556,320.9069,block,246471,1.3971819,jta-1.STEP,jta-bracket-1,julius,julius--2,FALSE,TRUE,FALSE
331,42264,84548,355166.2792,60111.26316,1.186737683,6,635.743,335.172,360.2934,201.4245,block,586794,1.587593268,GB.stp,ge-entry-1,Matija,matija-6,FALSE,FALSE,FALSE
332,70760,141540,237291.7119,61311.19486,0.919152267,6,1299.239,953.8135,607.8045,332.3731,flat,1021944,1.060693952,GE-Challenge_V2.stp,ge-jet-engine-bracket-challenge-v2-1,Vishal Bharatia,vishal.bharatia,TRUE,FALSE,FALSE
335,31934,63924,160036.7214,76243.09315,1.599260316,15,584.5158,645.9551,548.442,306.0715,block,296250,0.715364145,Loydd_9.STEP,loydd_9-1,Duje Siskov,duje.siskov-1,FALSE,TRUE,FALSE
336,31934,63924,160036.7214,76243.09315,1.599260316,15,579.3438,646.4514,541.9263,315.3459,block,296070,0.715364145,Loydd_9b.STEP,loydd_9-1,Duje Siskov,duje.siskov-1,FALSE,TRUE,FALSE
337,42820,85680,126741.9139,37080.17876,0.939822155,11,1309.06,879.7103,648.6993,625.7531,butterfly,598078,0.566536355,new ge bracket 2.STEP,engine-bracket-01-1,xr7kid,xr7kid-1,FALSE,FALSE,FALSE
339,14720,29460,96730.02645,34061.21825,1.592390877,6,1531.695,1549.716,1155.112,2419.125,flat,148294,0.432383218,op5.stp,op-5-k-cargo-1,Manolo Valenzuela,manolo.valenzuela-1,TRUE,FALSE,FALSE
342,45218,90480,164182.4234,42940.87077,0.974977633,12,985.1981,715.1389,424.0084,414.5236,arch,633632,0.733895432,Bracket_V2.3.2.IGS,ge-jet-engine-bracket-v2-2-1,Andrew Smolkov,andrew.smolkov-1,FALSE,FALSE,TRUE
345,34632,69312,194246.6596,57676.83701,1.345138387,13,1466.059,1027.813,764.6288,944.439,flat,439357,0.868282568,GE Jet Engine Bracket.stp,ge-jet-engine-bracket-initial-plan-1,Netfish netsea,netfish.netsea-1,FALSE,FALSE,FALSE
348,16442,32904,256150.0268,46808.01208,1.782161484,6,498.7833,311.2278,341.3753,330.9739,flat,197162,1.14499062,bracket engine.igs,bracket-9,Ionel,ionel-3,FALSE,FALSE,FALSE
351,19987,39994,178069.7751,55500.99556,1.753910069,6,1579.856,740.3026,840.6498,318.8517,flat,190859,0.795971895,N.STEP,bracket-10,vahid paydar,vahid.paydar-1,TRUE,FALSE,FALSE
356,37346,74720,152162.8428,40332.356,1.018391956,8,685.5771,535.9398,488.433,454.3027,flat,480303,0.680167907,bracket.IGS,ge-bracket-8,Marcos M.C.,marcos.m.c,FALSE,TRUE,FALSE
357,35551,71126,208804.6338,48578.64461,1.204739636,7,980.8328,710.401,881.1893,554.4762,flat,439409,0.933356713,ge2.stp,ge-bracket-9,Ankur Biswas,ankur.biswas-1,TRUE,FALSE,FALSE
361,31952,63928,109599.1561,43552.64191,1.181886834,7,870.9703,530.0439,758.226,345.7552,flat,373156,0.489908228,GE_jet_engine_Bracket_Opti_Design_Phase 1.stp,ge-jet-engine-bracket-opti-design-phase-1-1,Cheng.Li,cheng.li-1,TRUE,FALSE,FALSE
362,32699,65414,289097.2459,54163.04051,1.285614125,5,1959.705,661.8934,1579.929,848.5021,other,430107,1.292264689,modified.SLDPRT,ge-jet-engine-bracket-challenge-14,emre,emre--13,FALSE,TRUE,FALSE
364,79513,159054,104421.0146,75654.3104,0.973591355,8,976.7981,623.0533,855.906,928.1476,block,825015,0.466761935,Concept_v2.16-Light Op3.STEP,general-electric-get-engine-bracket-v2-16-1,Alex,alex-24,FALSE,FALSE,TRUE
365,53009,106194,125169.1807,46601.87365,0.955905102,45,2005.056,814.2074,1635.376,767.4805,butterfly,665095,0.559506238,ge bracket version 5.0.STEP,general-electric-bracket-1,simon,simon-240,FALSE,FALSE,TRUE
366,29997,60014,259886.7584,49692.32705,1.284599637,6,1049.376,526.6788,566.4131,405.882,flat,617630,1.16169381,GE90 Jet Engine Lifting Bracket.STEP,generalelectric-2,Ryan Ecleo,ryan.ecleo-1,FALSE,TRUE,FALSE
369,23899,47818,77887.79493,29108.71313,1.086002148,6,1506.685,1124.346,607.5868,594.0283,butterfly,284672,0.348158443,Meszaros Mario_GE.stp,meszaros-mario_ge-challenge-1,M├⌐sz├íros M├íri├│ ,meszaros.mario-1,FALSE,FALSE,TRUE
371,19664,39364,205409.3007,50235.36098,1.683577278,10,1147.932,713.8605,600.4539,486.1584,flat,234617,0.918179574,GE_model_1.stp,ge_jet-engine-bracket-challenge_1-1,Siddhant Tibrewal,siddhant.tibrewal-1,FALSE,FALSE,TRUE
373,26002,52020,44375.91043,24680.13292,0.959877389,5,3441.319,3743.582,1982.855,421.03,arch,268499,0.19836032,MD_07.stp,raja-2,M. David,m.david-2,TRUE,FALSE,FALSE
374,11048,22116,106648.8121,34359.86736,1.893767899,6,2159.937,1369.866,990.7625,478.8452,arch,102080,0.47672019,3.stp,ge-jet-engine-bracket-30,jaxon,jaxon-1,FALSE,FALSE,TRUE
375,50685,101390,149264.3009,79668.31296,1.28403061,6,736.7321,443.4109,551.8535,343.4183,arch,526857,0.667211425,ge-bracket-06.stp,ge-bracket-06-ajc-1,Andrew Coyne,andrew.coyne-1,TRUE,FALSE,FALSE
377,25401,50858,325282.3207,67656.33626,1.727982633,15,526.4941,337.3821,259.887,321.9923,flat,311037,1.454011974,ge part1.SLDPRT,matt-s-bracket-1,matt osborn,matt.osborn-1,TRUE,FALSE,FALSE
378,91801,184338,131175.4775,82655.4101,0.961892858,185,1850.879,810.3994,1118.615,558.6581,arch,952665,0.586354385,ge-bracket-07.stp,ge-bracket-07-ajc-1,Andrew Coyne,andrew.coyne-1,FALSE,TRUE,FALSE
379,18050,36140,124102.9054,42757.88369,1.585385502,11,837.6453,646.3301,602.5433,640.9305,flat,198189,0.554739987,ge_wave_bracket_light.igs,ge-wave-bracket-2-0-light-1,Michele Cantatore,michele.cantatore,FALSE,FALSE,TRUE
380,64351,128722,230898.5572,95742.08302,1.217566588,6,566.0864,329.1707,388.3392,295.437,block,873238,1.032116551,engine bracket.stp,engine-bracket-4,Richard Amancio,richard.amancio-1,FALSE,FALSE,TRUE
382,17145,34310,382149.716,52551.79639,1.858256276,6,527.9578,305.5102,302.0418,305.6221,flat,210931,1.708209231,latest.stp,bracket-13,praveen kumar,praveen.kumar-22,FALSE,FALSE,TRUE
383,17054,34128,315176.637,54985.81738,1.927662221,6,667.3451,414.9451,365.5545,294.5242,flat,197733,1.408839568,geimp.stp,bracket-13,praveen kumar,praveen.kumar-22,FALSE,FALSE,FALSE
